등급,어휘,품사,日本語品詞,어종,원어,日本の漢字,外来語,의미,定義の日本語訳,日本語訳,tags
2등급,단위,명사,名詞,한자어,單位,単位,,"「1」길이, 무게, 수효, 시간 따위의 수량을 수치로 나타낼 때 기초가 되는 일정한 기준. 근, 되, 자, 그램, 리터, 미터, 초 따위가 있다.
「2」하나의 조직 따위를 구성하는 기본적인 한 덩어리.
「3」일정한 학습량. 흔히 학습 시간을 기준으로 하여 정한다.",「1」長さ、重さ、数量、時間などの量を数値で表す際の基礎となる一定の基準。尺、升、咫、グラム、リットル、メートル、秒などがある。 「2」一つの組織などを構成する基本的な一塊。 「3」一定の学習量。しばしば学習時間を基準として定める。,単位,等級:2 語種:漢字語 品詞:名詞
2등급,단장,명사,名詞,한자어,丹粧,丹粧,,"「1」얼굴, 머리, 옷차림 따위를 곱게 꾸밈.
「2」건물, 거리 따위를 손질하여 꾸밈.",「1」顔、髪、服装などをきれいに飾ること。 「2」建物、街などを手入れして飾ること。,飾り付け,等級:2 語種:漢字語 品詞:名詞
2등급,단점,명사,名詞,한자어,短點,短点,,잘못되고 모자라는 점.,良くなく足りない点。,短所,等級:2 語種:漢字語 品詞:名詞
2등급,단지,부사,副詞,한자어,但只,但只,,"「1」다른 것이 아니라 오로지.
「2」앞의 말을 받아 예외적인 사항이나 조건을 덧붙일 때 그 말머리에 쓰는 말.",「1」他のものではなく、ひたすら。 「2」前の言葉を受けて、例外的な事項や条件を付け加えるときに、その言葉の頭に使う言葉。,ただ,等級:2 語種:漢字語 品詞:副詞
2등급,단짝,명사,名詞,혼종어,單짝,,,서로 뜻이 맞거나 매우 친하여 늘 함께 어울리는 사이. 또는 그러한 친구.,互いに気が合い、または非常に親しく、いつも一緒に付き合う間柄。または、そのような友人。,親友,等級:2 語種:混種語 品詞:名詞
2등급,달다,동사,動詞,고유어,,,,"「1」타지 않는 단단한 물체가 열로 몹시 뜨거워지다.
「2」물기가 많은 음식이나 탕약 따위에 열을 가하여 물이 졸아들다.
「3」열이 나거나 부끄러워서 몸이나 몸의 일부가 뜨거워지다.
「4」입안이나 코안이 마르고 뜨거워지다.
「5」안타깝거나 조마조마하여 마음이 몹시 조급해지다.",「1」燃えない丈夫な物が熱で非常に熱くなる。 「2」水分が多い食べ物や薬湯などに熱を加えて水分が少なくなる。 「3」熱が出たり恥ずかしかったりして体や体の部分が熱くなる。 「4」口の中や鼻の中が乾いて熱くなる。 「5」残念だったり気が気でなかったりして心が非常に焦る。,熱くなる,等級:2 語種:固有語 品詞:動詞
2등급,달리,부사,副詞,고유어,,,,사정이나 조건 따위가 서로 같지 않게.,事情や条件などが互いに同じでなく。,달리,等級:2 語種:固有語 品詞:副詞
2등급,달리하다,동사,動詞,고유어,,,,어떠한 사정이나 조건 따위를 서로 다르게 가지다.,ある事情や条件などを互いに異なったものとして持つ。,달리하다,等級:2 語種:固有語 品詞:動詞
2등급,담,명사,名詞,고유어,,,,"「1」‘다음01「1」’의 준말.
「2」‘다음01「2」’의 준말.
「3」‘다음01「3」’의 준말.
「4」‘다음01「4」’의 준말.
「5」‘다음01「5」’의 준말.
「6」‘다음01「6」’의 준말.
「7」‘다음01「7」’의 준말.
「8」‘다음01「8」’의 준말.
「9」‘다음01「9」’의 준말.
「10」‘다음01「10」’의 준말.",「1」‘다음01「1」’の略語。 「2」‘다음01「2」’の略語。 「3」‘다음01「3」’の略語。 「4」‘다음01「4」’の略語。 「5」‘다음01「5」’の略語。 「6」‘다음01「6」’の略語。 「7」‘다음01「7」’の略語。 「8」‘다음01「8」’の略語。 「9」‘다음01「9」’の略語。 「10」‘다음01「10」’の略語。,壁,等級:2 語種:固有語 品詞:名詞
2등급,담기다,동사,動詞,고유어,,,,"「1」어떤 물건이 그릇 따위에 넣어지다. ‘담다「1」’의 피동사.
「2」어떤 내용이나 사상이 그림, 글, 말, 표정 따위 속에 포함되거나 반영되다. ‘담다「2」’의 피동사.",「1」ある物が器などに入れられる。‘담다「1」’の受動詞。 「2」ある内容や思想が絵、文章、言葉、表情などに含まれたり反映されたりする。‘담다「2」’の受動詞。,盛られる,等級:2 語種:固有語 品詞:動詞
2등급,담당,명사,名詞,한자어,擔當,担当,,"「1」어떤 일을 맡음.
「2」어떤 일을 맡아서 하는 사람.",「1」ある仕事を引き受けること。 「2」ある仕事を引き受けて行う人。,担当,等級:2 語種:漢字語 品詞:名詞
2등급,담당자,명사,名詞,한자어,擔當者,担当者,,어떤 일을 맡아서 하는 사람.,ある仕事を引き受けて行う人。,担当者,等級:2 語種:漢字語 品詞:名詞
2등급,담당하다,동사,動詞,혼종어,擔當하다,,,어떤 일을 맡다.,ある仕事を引き受ける。,担当する,等級:2 語種:混種語 品詞:動詞
2등급,담벼락,명사,名詞,고유어,,,,"「1」담이나 벽의 표면.
「2」담이나 벽 따위를 통틀어 이르는 말.
「3」아주 미련하여 어떤 사물에 대하여 전혀 이해하지 못하는 사람을 비유적으로 이르는 말.",「1」塀や壁の表面。 「2」塀や壁などを総称する言葉。 「3」非常に愚かで、ある物事について全く理解できない人を比喩的に言う言葉。,塀,等級:2 語種:固有語 品詞:名詞
2등급,답변,명사,名詞,한자어,答辯,答弁,,물음에 대하여 밝혀 대답함. 또는 그런 대답.,問いに対して明らかにして答えること。または、そのような答え。,返答,等級:2 語種:漢字語 品詞:名詞
2등급,답변하다,동사,動詞,혼종어,答辯하다,,,물음에 대하여 밝혀 대답하다.,問いに対して明らかにして答える。,返答する,等級:2 語種:混種語 品詞:動詞
2등급,답안지,명사,名詞,한자어,答案紙,答案紙,,문제의 해답을 쓰는 종이.,問題の解答を書く紙。,解答用紙,等級:2 語種:漢字語 品詞:名詞
2등급,당나귀,명사,名詞,혼종어,唐나귀,,,"말과의 포유류. 말과 비슷한데 몸은 작고 앞머리의 긴 털이 없으며 귀가 길다. 털빛은 대부분 누런 갈색ㆍ잿빛 황색ㆍ잿빛 흑색이며, 어깨ㆍ다리에 짙은 줄무늬가 있고 허리뼈가 다섯 개이다. 병에 대한 저항력이 강하여 부리기에 적당하다. 아프리카의 야생종을 가축화한 것으로 전 세계에 분포한다.",ウマ科の哺乳類。ウマに似ているが、体が小さく、前頭部の長い毛がなく、耳が長い。毛色はほとんどが黄褐色、灰黄褐色、灰黒色で、肩や脚に濃い縞模様があり、腰骨が五つである。病気に対する抵抗力が強く、飼育に適している。アフリカの野生種を家畜化したもので、全世界に分布する。,ロバ,等級:2 語種:混種語 品詞:名詞
2등급,당당하다,형용사,形容詞,혼종어,堂堂하다,,,"「1」남 앞에 내세울 만큼 모습이나 태도가 떳떳하다.
「2」힘이나 세력이 크다.",「1」人の前に堂々と出せるほど、態度が立派である。 「2」力や勢いが大きい。,堂々としている,等級:2 語種:混種語 品詞:形容詞
2등급,당당히,부사,副詞,혼종어,堂堂히,,,"「1」남 앞에서 내세울 만큼 떳떳한 모습이나 태도로.
「2」힘이나 세력이 크게.",「1」人の前に堂々と出せるほど、立派な態度で。 「2」力や勢いが大きく。,堂々と,等級:2 語種:混種語 品詞:副詞
2등급,당번,명사,名詞,한자어,當番,当番,,어떤 일을 책임지고 돌보는 차례가 됨. 또는 그 차례가 된 사람.,ある仕事の責任を負って世話をする順番。または、その順番になった人。,当番,等級:2 語種:漢字語 品詞:名詞
2등급,당분간,명사,名詞/副詞,한자어,當分間,当分間,,"[Ⅰ]앞으로 얼마간. 또는 잠시 동안.
[Ⅱ]앞으로 얼마간의 시간에. 또는 잠시 동안에.",[Ⅰ]これからしばらくの間。または、一時的に。 [Ⅱ]これからしばらくの間に。または、一時的な間に。,当分,等級:2 語種:漢字語 品詞:名詞/副詞 risk:multi_pos
2등급,당선,명사,名詞,한자어,當選,当選,,"「1」선거에서 뽑힘.
「2」심사나 선발에서 뽑힘.",「1」選挙で選ばれること。 「2」審査や選抜で選ばれること。,当選,等級:2 語種:漢字語 品詞:名詞
2등급,당선되다,동사,動詞,혼종어,當選되다,,,"「1」선거에서 뽑히게 되다.
「2」심사나 선발에서 뽑히게 되다.",「1」選挙で選ばれる。 「2」審査や選抜で選ばれる。,当選する,等級:2 語種:混種語 品詞:動詞
2등급,당일,명사,名詞,한자어,當日,当日,,일이 있는 바로 그날.,物事があるまさにその日。,当日,等級:2 語種:漢字語 品詞:名詞
2등급,대규모,명사,名詞,한자어,大規模,大規模,,넓고 큰 범위나 크기.,広く大きな範囲や規模。,大規模,等級:2 語種:漢字語 品詞:名詞
2등급,대기실,명사,名詞,한자어,待機室,待機室,,대기하는 사람이 기다리도록 마련된 방.,待機する人が待つために設けられた部屋。,待合室,等級:2 語種:漢字語 品詞:名詞
2등급,대다수,명사,名詞,한자어,大多數,大多数,,"「1」거의 모두 다.
「2」대단히 많은 수.",「1」ほとんどすべて。 「2」非常に多い数。,大多数,等級:2 語種:漢字語 品詞:名詞
2등급,대량,명사,名詞,한자어,大量,大量,,"「1」아주 많은 분량이나 수량.
「2」도량이 큼. 또는 큰 도량.",「1」非常に多い分量や数量。 「2」度量が大きいこと。または、大きな度量。,大量,等級:2 語種:漢字語 品詞:名詞
2등급,대롱대롱,부사,副詞,고유어,,,,작은 물건이 매달려 가볍게 잇따라 흔들리는 모양.,小さな物がぶら下がって、軽やかに次々と揺れる様子。,ゆらゆら,等級:2 語種:固有語 品詞:副詞
2등급,대본,명사,名詞,한자어,臺本,台本,,"「1」연극의 상연이나 영화 제작에 있어서 기본이 되는 글.
「2」어떤 일을 하는 데 토대가 되는 책.
「3」어떤 일을 도모하여 미리 짜 놓은 계획.",「1」演劇の上演や映画製作において基本となる文章。 「2」ある仕事をする上で土台となる書物。 「3」ある事を図ってあらかじめ立てた計画。,台本,等級:2 語種:漢字語 品詞:名詞
2등급,대비,명사,名詞,한자어,對備,対備,,앞으로 일어날지도 모르는 어떠한 일에 대응하기 위하여 미리 준비함. 또는 그런 준비.,これから起こるかもしれない何らかの事に対応するために、あらかじめ準備すること。または、そのような準備。,대비,等級:2 語種:漢字語 品詞:名詞
2등급,대비하다,동사,動詞,혼종어,對備하다,,,앞으로 일어날지도 모르는 어떠한 일에 대응하기 위하여 미리 준비하다.,これから起こるかもしれない何らかの事に対応するために、あらかじめ準備する。,대비하다,等級:2 語種:混種語 品詞:動詞
2등급,대상,명사,名詞,한자어,對象,対象,,"「1」어떤 일의 상대 또는 목표나 목적이 되는 것.
「2」정신 또는 인식의 목적이 개념이나 언어에 의하여 표상이 된 것. 나무나 돌과 같은 실재적 대상, 원(圓)이나 각(角)과 같은 비실재적(非實在的) 대상, 진리나 가치와 같은 타당적(妥當的) 대상의 세 가지가 있다.",「1」ある事柄の相手または目標や目的となるもの。 「2」精神または認識の目的が概念や言語によって表象されたもの。木や石のような実在的対象、円や角のような非実在的対象、真理や価値のような妥当的対象の三種類がある。,対象,等級:2 語種:漢字語 品詞:名詞
2등급,대상자,명사,名詞,한자어,對象者,対象者,,대상이 되는 사람이나 집단.,対象となる人や集団。,対象者,等級:2 語種:漢字語 品詞:名詞
2등급,대야,명사,名詞,고유어,,,,물을 담아서 무엇을 씻을 때 쓰는 둥글넓적한 그릇.,水を張って何かを洗うときに使う丸くて平たい器。,盥,等級:2 語種:固有語 品詞:名詞
2등급,대여,명사,名詞,한자어,貸與,貸与,,물건이나 돈을 나중에 도로 돌려받기로 하고 얼마 동안 내어줌.,物品や金を後で返却してもらうことを条件に、しばらくの間貸し与えること。,貸与,等級:2 語種:漢字語 品詞:名詞
2등급,대접,명사,名詞,한자어,待接,接待,,"「1」마땅한 예로써 대함.
「2」음식을 차려 접대함.",「1」当然の礼儀をもって接すること。 「2」食事を準備して歓待すること。,接待,等級:2 語種:漢字語 品詞:名詞
