순위,단어,품사,품사 이름,품사 (일본어),풀이（意味）,등급,일본어 뜻
4339,마음먹다,동,동사,動詞,,C,"心を決める, 思い立つ"
2212,마음속,명,명사,名詞,,B,"心底・真底, 心底, 心根"
7225,마음씨,명,명사,名詞,,C,"気立て, 心立て"
3803,마이크,명,명사,名詞,mike,C,マイク
2250,마주,부,부사,副詞,,B,向き合って
3741,마주치다,동,동사,動詞,,C,"突き当たる, 正面衝突する"
8736,마중,명,명사,名詞,,B,出迎え
626,마지막,명,명사,名詞,,A,最後
545,마찬가지,명,명사,名詞,,B,"同じ, 同様"
4997,마찰,명,명사,名詞,摩擦,C,摩擦
580,마치,부,부사,副詞,,B,丁度
711,마치다,동,동사,動詞,,B,"終える, 済ます"
2265,마침,부,부사,副詞,,B,丁度
1507,마침내,부,부사,副詞,,B,挙句の果て
4998,마크,명,명사,名詞,mark,C,"印, 記号"
9548,마흔,수,수사,数詞,,A,四十
1159,막,부,부사,副詞,"바로 지금, 마구",B,たった今
4421,막걸리,명,명사,名詞,,C,マッコリ
4269,막내,명,명사,名詞,,B,"末っ子, 末子, 末"
700,막다,동,동사,動詞,,B,"塞ぐ, 遮る"
3742,막상,부,부사,副詞,,C,実際に
1344,막히다,동,동사,動詞,,B,"塞がる, 遮られる, 詰まる"
811,만,"의, 관, 수","의존 명사, 관형사, 수사","依存名詞, 冠形詞, 数詞","십 년 ~에, 화를 낼 ~도 하다, 萬, 滿. ~ 3개월",A,"万, 一万"
166,만나다,동,동사,動詞,,A,落ち合う
2572,만남,명,명사,名詞,,B,出会い
16774,만두,명,명사,名詞,饅頭,B,"餃子, 包子"
61,만들다,동,동사,動詞,,A,"作る, 仕立てる, 拵える, 製造する, 製作する"
1071,만들어지다,동,동사,動詞,,B,
3866,만만하다,형,형용사,形容詞,대적할 만함,C,与し易い
9549,만세,명,명사,名詞,萬歲,C,万世
1134,만약,명,명사,名詞,萬若,B,万一
1761,만일,명,명사,名詞,萬一,B,万一
5896,만점,명,명사,名詞,滿點,C,満点
4999,만족,명,명사,名詞,滿足,C,満足
7505,만족스럽다,형,형용사,形容詞,滿足-,C,満足だ
3804,만족하다,"동, 형","동사, 형용사","動詞, 形容詞",滿足-,B,満足する
2522,만지다,동,동사,動詞,,B,"触る, 弄る"
440,만큼,의,의존 명사,依存名詞,,B,"程, 位"
451,만하다,보,보조 용언,補助用言,,C,
2059,만화,명,명사,名詞,漫畵,B,漫画
9551,만화가,명,명사,名詞,漫畵家,C,漫画家
43,많다,형,형용사,形容詞,,A,"多い, 沢山だ, 数多い, 豊かだ"
2381,많아지다,동,동사,動詞,,B,"多くなる, 増える, 豊かになる"
98,많이,부,부사,副詞,,A,"多く, 沢山, 数多く, 豊かに"
28,말,"명, 의","명사, 의존 명사","名詞, 依存名詞","~과 글, 동물, 末",A,馬
3144,말기,명,명사,名詞,末期,C,末期
161,말다,"동, 보","동사, 보조 용언","動詞, 補助用言","감다, 그만두다",A,"かける,まい"
3232,말리다,동,동사,動詞,"싸움을 ~, 빨래를 ~",C,"止める, 制止する"
812,말씀,명,명사,名詞,,A,"お話, お言葉, 仰せ"
3184,말씀드리다,동,동사,動詞,,B,"申し上げる・申上げる, 申し述べる・申述べる, 言上する, 申し置く"
1381,말씀하다,동,동사,動詞,,A,仰る
3145,말없이,부,부사,副詞,,C,"黙って, 無言で"
5746,말투,명,명사,名詞,-套,C,"話し振り, 話し方"
32,말하다,동,동사,動詞,,A,"言う, 語る, 話す, 述べる"
1077,맑다,형,형용사,形容詞,,A,清い
3923,맘,명,명사,名詞,마음,C,"心, 気, 関心"
9552,맘대로,부,부사,副詞,마음대로,C,"思う通りに, 気ままに"
390,맛,명,명사,名詞,,A,味
3275,맛보다,동,동사,動詞,,C,"味わう, 味見する"
15475,맛없다,형,형용사,形容詞,,A,"まずい,おいしくない"
1020,맛있다,형,형용사,形容詞,,A,"美味しい, 旨い・美味い"
3467,망설이다,동,동사,動詞,,C,"躊躇う, 躊躇する, 迷う"
4888,망원경,명,명사,名詞,望遠鏡,C,望遠鏡
5000,망치다,동,동사,動詞,,C,"滅ぼす, 台無しにする, 駄目にする"
3146,망하다,동,동사,動詞,亡-,C,"滅びる, 台無しになる, 駄目になる"
378,맞다,동,동사,動詞,"답이 ~, 손님을 ~, 매를 ~",B,合う
2828,맞서다,동,동사,動詞,,B,"立ち向かう, 向き合う"
5344,맞은편,명,명사,名詞,-便,B,向かい側
3317,맞이하다,동,동사,動詞,,C,迎える
694,맞추다,동,동사,動詞,,B,"合わせる, 組み合わせる"
1516,맡기다,동,동사,動詞,,B,"任せる, 委ねる, 預ける"
633,맡다,동,동사,動詞,"담임을 ~, 냄새를 ~",B,嗅ぐ
5476,매,명,명사,名詞,~를 맞다,C,"鞭, 鞭打ち"
4690,매너,명,명사,名詞,manner,C,"礼儀, 礼儀作法"
2767,매년,부,부사,副詞,每年,B,"毎年, 年毎"
3982,매다,동,동사,動詞,끈을 ~,B,締める
5897,매달,부,부사,副詞,每-,C,"毎月, 月毎"
6994,매달다,동,동사,動詞,,C,"吊る, 吊るす, ぶら下げる"
1962,매달리다,동,동사,動詞,,C,"吊られる, 吊るされる, ぶら下がる"
2409,매력,명,명사,名詞,魅力,B,魅力
10013,매번,부,부사,副詞,每番,C,"毎度, 毎回"
7759,매스컴,명,명사,名詞,mass communication,C,マスコミ
393,매우,부,부사,副詞,,A,"大変, 随分, 非常に"
1272,매일,"부, 명","부사, 명사","副詞, 名詞",每日,A,毎日
3185,매장,명,명사,名詞,賣場,C,売場
6995,매주,부,부사,副詞,每週,C,"毎週, 週毎, 各週"
1345,매체,명,명사,名詞,媒體,C,媒体
2861,맥주,명,명사,名詞,麥酒,A,ビール
1750,맨,관,관형사,冠形詞,,B,"一番の, 最高の"
6050,맵다,형,형용사,形容詞,,A,辛い
1674,맺다,동,동사,動詞,,C,"宿る, 結ぶ"
288,머리,명,명사,名詞,,A,"頭, 頭部"
9554,머리말,명,명사,名詞,,C,"序論, 前書き"
3983,머리카락,명,명사,名詞,,B,髪の毛
5610,머리칼,명,명사,名詞,,C,"髪, 髪の毛, 頭髪"
2178,머릿속,명,명사,名詞,,B,脳裏
2094,머무르다,동,동사,動詞,,B,"泊まる, 止まる・留まる・停まる"
2469,머물다,동,동사,動詞,,C,"泊まる, 止まる・停まる, 止まる・留まる・停まる"
5478,먹고살다,동,동사,動詞,,C,"食べる, 食う"
70,먹다,"동, 보","동사, 보조 용언","動詞, 補助用言","귀를 ~, 잊어 ~, 밥을 ~",A,度忘れする
3686,먹이,명,명사,名詞,,C,餌
2060,먹이다,동,동사,動詞,,B,"食べさせる, 食わせる, 飲ませる"
8361,먹히다,동,동사,動詞,,B,食われる
283,먼저,부,부사,副詞,,A,"先に, 予め, 前もって"
2958,먼지,명,명사,名詞,,B,"埃, 塵"
718,멀다,형,형용사,形容詞,갈 길이 ~,A,遠い
997,멀리,부,부사,副詞,,B,遠く
3186,멀어지다,동,동사,動詞,,B,"遠ざかる, 遠退く"
1418,멈추다,동,동사,動詞,,B,"止む, 止まる・停まる"
5346,멋,명,명사,名詞,,B,洒落
5206,멋있다,형,형용사,形容詞,,B,"素敵だ, 格好いい, 立派だ"
3350,멋지다,형,형용사,形容詞,,C,"素敵だ, 格好いい, 立派だ, 洒落ている"
32365,멍멍,부,부사,副詞,,C,わんわん	
5479,멎다,동,동사,動詞,,C,"止む, 止まる・停まる"
5002,메뉴,명,명사,名詞,menu,A,献立表
6051,메다,동,동사,動詞,총을 ~,B,"担ぐ, 担う, 背負う"
7231,메모,명,명사,名詞,memo,B,メモ
3526,메시지,명,명사,名詞,message,B,伝言
3805,메우다,동,동사,動詞,'메다'의 사동사,C,"埋める, 塞ぐ"
23197,메일,명,명사,名詞,mail,B,"メール
"
2923,며느리,명,명사,名詞,,B,嫁
1021,며칠,명,명사,名詞,,A,"何日, 幾日"
643,면,명,명사,名詞,"面. 행정 단위, 面. 양쪽 ~, 綿",C,面
5481,면담,명,명사,名詞,面談,C,面談
3806,면적,명,명사,名詞,面積,C,面積
9555,면접,명,명사,名詞,面接,C,面接
3527,면하다,동,동사,動詞,免-,C,"免れる, 逃れる"
5207,멸치,명,명사,名詞,,C,カタクチイワシ
77,명,의,의존 명사,依存名詞,名. 한 ~,A,命
6222,명단,명,명사,名詞,名單,C,名簿
2311,명령,명,명사,名詞,命令,B,命令
5748,명령어,명,명사,名詞,命令語,C,コマンド
2470,명예,명,명사,名詞,名譽,C,名誉
3578,명의,명,명사,名詞,名義,C,名義
3926,명절,명,명사,名詞,名節,B,"祝祭日, 節句"
3187,명칭,명,명사,名詞,名稱,C,"名称, 名前"
9557,명함,명,명사,名詞,名銜,B,名刺
3984,명확하다,형,형용사,形容詞,明確-,C,"明確だ, 確かだ"
186,몇,"수, 관","수사, 관형사","数詞, 冠形詞",,A,"数人, 数個"
2112,몇몇,관,관형사,冠形詞,,B,幾つかの
7234,몇십,관,관형사,冠形詞,,B,
2095,모,"관, 대","관형사, 대명사","冠形詞, 代名詞",某,C,某
5003,모금,의,의존 명사,依存名詞,한 ~,C,募金
6582,모기,명,명사,名詞,,B,蚊
3000,모니터,명,명사,名詞,monitor,B,"モニター
"
1840,모델,명,명사,名詞,model,B,"見本, 試作品"
145,모두,"명, 부","명사, 부사","名詞, 副詞",,A,皆
137,모든,관,관형사,冠形詞,,A,全
2862,모래,명,명사,名詞,,B,砂・沙
12460,모레,명,명사,名詞,,B,明後日
59,모르다,동,동사,動詞,,A,"知らない, 分からない"
4890,모범,명,명사,名詞,模範,C,模範
3528,모색하다,동,동사,動詞,摸索-,C,模索する
164,모습,명,명사,名詞,,B,"容貌, 姿, 様子"
1368,모시다,동,동사,動詞,,B,仕える
464,모양,"명, 의","명사, 의존 명사","名詞, 依存名詞",模樣,B,"模様, 様子, 形"
5899,모여들다,동,동사,動詞,,C,集まる
508,모으다,동,동사,動詞,,B,"集める, 揃える, 纏める"
610,모이다,동,동사,動詞,,B,"集まる, 揃う, 纏まる"
906,모임,명,명사,名詞,,B,"会, 会合, 集り, 集い, 寄り合い"
4059,모자,명,명사,名詞,帽子,A,帽子
2829,모자라다,동,동사,動詞,,B,"不足する, 足りない"
5104,모조리,부,부사,副詞,,C,悉く・尽く
5485,모집,명,명사,名詞,募集,C,募集
8064,모집하다,동,동사,動詞,募集-,C,"募集する, 募る"
3406,모처럼,부,부사,副詞,,C,折角
5486,모퉁이,명,명사,名詞,,C,曲がり角
1230,목,명,명사,名詞,,A,首
10505,목걸이,명,명사,名詞,,B,首飾り
4340,목록,명,명사,名詞,目錄,C,目録
2523,목사,명,명사,名詞,牧師,B,牧師
486,목소리,명,명사,名詞,,B,声
1973,목숨,명,명사,名詞,,C,"命, 生命"
11099,목요일,명,명사,名詞,木曜日,A,木曜日
3808,목욕,명,명사,名詞,沐浴,A,沐浴
5749,목욕탕,명,명사,名詞,沐浴湯,B,"風呂, 銭湯"
740,목적,명,명사,名詞,目的,B,目的
1036,목표,명,명사,名詞,目標,B,目標
2196,몰다,동,동사,動詞,,B,"駆る・駈る, 追う, 追い立てる, 追い込む"
2312,몰래,부,부사,副詞,,B,"密かに, 人知れず"
4790,몰려들다,동,동사,動詞,,C,"押し掛ける, 押し寄せる, 群がる"
6052,몰려오다,동,동사,動詞,,C,"押し掛ける, 押し寄せる, 群がる"
156,몸,명,명사,名詞,,A,"体・身体, 身体"
7238,몸매,명,명사,名詞,,C,体付き
7239,몸무게,명,명사,名詞,,B,体重
8364,몸살,명,명사,名詞,~이 걸리다,B,
9558,몸속,명,명사,名詞,,C,"体内, 身中, 体中"
3636,몸짓,명,명사,名詞,,C,"身振り, 仕草"
3744,몸통,명,명사,名詞,,C,胴体
1687,몹시,부,부사,副詞,,B,"大変, 非常に"
207,못,"명, 부","명사, 부사","名詞, 副詞",벽에 ~을 박다,A,釘
3867,못되다,형,형용사,形容詞,,C,"悪い, 正しくない, 善でない"
11104,못생기다,형,형용사,形容詞,,C,
2213,못지않다,형,형용사,形容詞,,C,"劣らない, 見劣りしない"
57,못하다,"동, 형, 보","동사, 형용사, 보조 용언","動詞, 形容詞, 補助用言",,A,出来ない
5005,묘사,명,명사,名詞,描寫,C,描写
3746,묘사하다,동,동사,動詞,描寫-,C,"描写する, 写す"
3687,무,명,명사,名詞,"식물, 無",B,大根
1662,무겁다,형,형용사,形容詞,,A,重い
2442,무게,명,명사,名詞,,B,"重さ, 目方, 重量"
7240,무관심,명,명사,名詞,無關心,C,無関心
10024,무관심하다,형,형용사,形容詞,無關心-,C,無関心だ
6405,무궁화,명,명사,名詞,無窮花,C,"むくげの花, 槿花"
2113,무기,명,명사,名詞,武器,C,武器
1793,무너지다,동,동사,動詞,,C,"崩れる, 壊れる, 倒れる"
3277,무늬,명,명사,名詞,,B,模様
727,무대,명,명사,名詞,舞臺,C,舞台
8367,무더위,명,명사,名詞,,B,蒸し暑さ
3233,무덤,명,명사,名詞,,C,"墓, 塚"
9129,무덥다,형,형용사,形容詞,,C,蒸し暑い
3072,무려,부,부사,副詞,無慮,C,実に
1321,무렵,의,의존 명사,依存名詞,,B,"頃, 時分"
3688,무료,명,명사,名詞,無料,C,無料
1637,무릎,명,명사,名詞,,B,"膝, 膝頭"
2896,무리,명,명사,名詞,"~를 이루다, 無理",C,無理
4891,무리하다,형,형용사,形容詞,無理-,C,無理だ
10027,무사하다,형,형용사,形容詞,無事-,C,無事だ
1051,무섭다,형,형용사,形容詞,,B,"恐い・怖い, 恐ろしい"
221,무슨,관,관형사,冠形詞,,A,何
2061,무시하다,동,동사,動詞,無視-,B,無視する
1533,무어,대,대명사,代名詞,,B,何
135,무엇,대,대명사,代名詞,,A,何
1201,무역,명,명사,名詞,貿易,B,貿易
1382,무용,명,명사,名詞,舞踊,B,舞踊
8369,무용가,명,명사,名詞,舞踊家,C,舞踊家
6224,무의미하다,형,형용사,形容詞,無意味-,C,無意味だ
2313,무조건,부,부사,副詞,無條件,B,"無条件に, 文句なしに"
10517,무지개,명,명사,名詞,,C,虹
9563,무책임하다,형,형용사,形容詞,無責任-,C,無責任だ
1169,무척,부,부사,副詞,,B,"非常に, 大変"
5902,묵다,동,동사,動詞,"오래된 상태, 머무르다",C,寝かされる
2711,묶다,동,동사,動詞,,B,結ぶ
4892,묶이다,동,동사,動詞,,C,結ばれる
469,문,명,명사,名詞,門,A,門
6225,문구,명,명사,名詞,文句,C,"文具, 文房具"
1688,문득,부,부사,副詞,,C,不図
6790,문밖,명,명사,名詞,門-,C,門外
10519,문법,명,명사,名詞,文法,C,文法
3147,문서,명,명사,名詞,文書,C,文書
2281,문자,명,명사,名詞,文字,C,文字
3278,문장,명,명사,名詞,文章,B,文章家
53,문제,명,명사,名詞,問題,A,問題
7002,문제되다,동,동사,動詞,問題-,C,
1591,문제점,명,명사,名詞,問題點,B,問題点
272,문학,명,명사,名詞,文學,B,文学
13326,문학적,명,명사,名詞,文學的,C,文学的
73,문화,명,명사,名詞,文化,B,文化
1390,문화재,명,명사,名詞,文化財,C,文化財
5007,문화적,명,명사,名詞,文化的,C,文化的
289,묻다,동,동사,動詞,"옷에 흙이 ~, 시체를 ~, 길을 ~",A,"埋める, 葬る"
3073,묻히다,동,동사,動詞,"옷에 흙을 ~, 땅에 ~",C,"埋まる, 埋もれる, 葬られる"
165,물,명,명사,名詞,바닷~,A,"海水, 潮水"
1990,물가,명,명사,名詞,物價,C,"水際, 水辺"
560,물건,명,명사,名詞,物件,A,物
3234,물결,명,명사,名詞,,C,"波・浪, 波浪, 波動"
3579,물고기,명,명사,名詞,,B,魚
2443,물기,명,명사,名詞,-氣,C,水気
2024,물다,동,동사,動詞,담배를 ~,B,噛む
3580,물러나다,동,동사,動詞,,C,"退く, 立ち去る, 下がる"
213,물론,"부, 명","부사, 명사","副詞, 名詞",勿論,A,勿論
3407,물리학,명,명사,名詞,物理學,C,物理学
2079,물속,명,명사,名詞,,B,水中
1483,물어보다,동,동사,動詞,,A,"聞いてみる, 尋ねてみる"
2897,물음,명,명사,名詞,,B,問い
912,물질,명,명사,名詞,物質,C,物質
6054,물질적,명,명사,名詞,物質的,C,物質的
1461,물체,명,명사,名詞,物體,C,物体
108,뭐,"대, 감","대명사, 감탄사","代名詞, 感嘆詞",,A,何
9136,뭘,감,감탄사,感嘆詞,,C,"いえ,いや"
6228,뭣,대,대명사,代名詞,,C,何
1025,미,명,명사,名詞,美,C,ミ
,미국,고,고유 명사,固有名詞,美國,A,米国
5753,미끄러지다,동,동사,動詞,,C,滑る
13330,미끄럽다,형,형용사,形容詞,,C,滑らかだ
6585,미니,명,명사,名詞,mini,C,"ミニ
"
2573,미디어,명,명사,名詞,media,B,メディア
1298,미래,명,명사,名詞,未來,B,"未来, 将来"
2157,미루다,동,동사,動詞,,C,"持ち越す, 後回しにする, 先送りする"
1242,미리,부,부사,副詞,,B,"予め, 前もって"
6230,미만,명,명사,名詞,未滿,C,未満
4601,미사일,명,명사,名詞,missile,C,ミサイル
1391,미소,명,명사,名詞,微笑,B,微笑
1600,미술,명,명사,名詞,美術,B,美術
3748,미술관,명,명사,名詞,美術館,B,美術館
4424,미스,명,명사,名詞,Miss,C,ミス
1484,미안하다,형,형용사,形容詞,未安-,A,"済まない, 申し訳ない"
11768,미역,명,명사,名詞,,C,"水浴び, 水浴"
44499,미용실,명,명사,名詞,美容室,C,美容室
7516,미움,명,명사,名詞,,C,"憎み, 憎しみ"
8071,미워하다,동,동사,動詞,,B,"嫌う, 憎む, 嫌がる"
6056,미인,명,명사,名詞,美人,B,美人
3038,미처,부,부사,副詞,,C,"未だ, 前もって, 予め"
1044,미치다,동,동사,動詞,"정신에 이상이 생기다, 닿다",B,"狂う, 気が違う"
843,미터,의,의존 명사,依存名詞,meter,A,メートル
4793,미팅,명,명사,名詞,meeting,B,合同コンパ
5009,미혼,명,명사,名詞,未婚,C,未婚
1880,민간,명,명사,名詞,民間,C,民間
4693,민속,명,명사,名詞,民俗,C,民俗
334,민족,명,명사,名詞,民族,B,民族
2080,민주,명,명사,名詞,民主,C,民主
1991,민주주의,명,명사,名詞,民主主義,C,民主主義
1854,민주화,명,명사,名詞,民主化,C,民主化
431,믿다,동,동사,動詞,,B,"信じる, 信じ込む"
6058,믿어지다,동,동사,動詞,,C,信じられる
2924,믿음,명,명사,名詞,,B,"信ずる心, 信頼"
2625,밀가루,명,명사,名詞,,B,小麦粉
1485,밀다,동,동사,動詞,,B,押す
4425,밀리다,동,동사,動詞,방세가 ~,C,"溜まる, 滞る"
1818,밀리미터,의,의존 명사,依存名詞,millimeter,B,ミリリットル	
3581,밀접하다,형,형용사,形容詞,密接-,C,密接だ
3689,밉다,형,형용사,形容詞,,B,"憎い, 憎らしい"
