번호,순위,단어,단어번호,품사,품사 이름,품사 (일본어),풀이（意味）,등급
1520,1711,외부,02,명,명사,名詞,外部,C
1521,1712,한두,,관,관형사,冠形詞,,B
1522,1713,한때,,명,명사,名詞,,C
1523,1714,화,06,명,명사,名詞,~를 내다,A
1524,1715,흙,01,명,명사,名詞,,B
1525,1716,가난하다,,형,형용사,形容詞,,B
1526,1717,고객,04,명,명사,名詞,顧客,B
1527,1718,과학자,,명,명사,名詞,科學者,B
1528,1719,관광,02,명,명사,名詞,觀光,B
1529,1720,살아오다,,동,동사,動詞,,C
1530,1721,상대적,,명,명사,名詞,相對的,C
1531,1722,수술,05,명,명사,名詞,手術,B
1532,1723,식품,01,명,명사,名詞,食品,B
1533,1724,연기,"05, 09, 10",명,명사,名詞,"延期, 煙氣, 演技",B
1534,1725,일월,01,명,명사,名詞,一月,A
1535,1726,조,"13, 15","의, 명","의존 명사, 명사","依存名詞, 名詞","條, 組",C
1536,1728,첫째,,"수, 관","수사, 관형사","数詞, 冠形詞",,A
1537,1730,회원,,명,명사,名詞,會員,B
1538,1732,도서관,,명,명사,名詞,圖書館,A
1539,1733,들려오다,,동,동사,動詞,,B
1540,1735,조금씩,,부,부사,副詞,,B
1541,1736,조미료,,명,명사,名詞,調味料,C
1542,1737,풀리다,,동,동사,動詞,,B
1543,1738,강력하다,,형,형용사,形容詞,强力-,C
1544,1739,들여다보다,,동,동사,動詞,,B
1545,1740,마늘,,명,명사,名詞,,B
1546,1741,선물,03,명,명사,名詞,膳物,A
1547,1742,습관,,명,명사,名詞,習慣,B
1548,1743,아주머니,,명,명사,名詞,,A
1549,1744,위험,,명,명사,名詞,危險,A
1550,1745,지하,,명,명사,名詞,地下,A
1551,1746,활용하다,,동,동사,動詞,活用-,B
1552,1747,가꾸다,,동,동사,動詞,,B
1553,1748,고민,,명,명사,名詞,苦悶,B
1554,1749,떠올리다,,동,동사,動詞,,B
1555,1750,맨,01,관,관형사,冠形詞,,B
1556,1751,법률,,명,명사,名詞,法律,C
1557,1752,상처,02,명,명사,名詞,傷處,B
1558,1754,좁다,01,형,형용사,形容詞,,B
1559,1755,지하철,,명,명사,名詞,地下鐵,A
1560,1756,집다,01,동,동사,動詞,,B
1561,1757,현,04,관,관형사,冠形詞,現,C
1562,1758,화면,05,명,명사,名詞,畵面,C
1563,1760,대표적,,명,명사,名詞,代表的,B
1564,1761,만일,01,명,명사,名詞,萬一,B
1565,1762,사회적,,명,명사,名詞,社會的,B
1566,1763,생겨나다,,동,동사,動詞,,B
1567,1764,이어,01,부,부사,副詞,,C
1568,1765,주부,03,명,명사,名詞,主婦,B
1569,1766,진리,,명,명사,名詞,眞理,C
1570,1767,태양,02,명,명사,名詞,太陽,B
1571,1768,틀림없다,,형,형용사,形容詞,,B
1572,1769,프로,"03, 04",명,명사,名詞,"professional, program",B
1573,1770,피다,01,동,동사,動詞,꽃이 ~,B
1574,1772,공급,02,명,명사,名詞,供給,C
1575,1773,도로,"01, 07","부, 명","부사, 명사","副詞, 名詞",道路,B
1576,1774,동료,,명,명사,名詞,同僚,C
1577,1776,지다,"02, 03, 04, 05",동,동사,動詞,"해가 ~, 전쟁에 ~, 그늘이 ~, 등에 ~",B
1578,1777,채우다,03,동,동사,動詞,자리를 ~,B
1579,1778,균형,,명,명사,名詞,均衡,C
1580,1779,기본적,,명,명사,名詞,基本的,C
1581,1780,부족,"01, 05",명,명사,名詞,"不足, 部族",B
1582,1781,사무실,,명,명사,名詞,事務室,A
1583,1783,이월,01,명,명사,名詞,二月,A
1584,1784,일요일,,명,명사,名詞,日曜日,A
1585,1785,접근,,명,명사,名詞,接近,C
1586,1786,지켜보다,,동,동사,動詞,,C
1587,1788,개성,03,명,명사,名詞,個性,C
1588,1791,더하다,,동,동사,動詞,,B
1589,1792,띄다,01,동,동사,動詞,눈에 ~,C
1590,1793,무너지다,,동,동사,動詞,,C
1591,1797,이러다,,동,동사,動詞,,C
1592,1798,일어서다,,동,동사,動詞,,C
1593,1799,죄,03,명,명사,名詞,罪,C
1594,1801,총장,01,명,명사,名詞,總長,B
1595,1802,핵심,,명,명사,名詞,核心,C
1596,1803,후반,01,명,명사,名詞,後半,C
1597,1804,단순히,,부,부사,副詞,單純-,B
1598,1805,달려가다,,동,동사,動詞,,B
1599,1806,방문,"02, 03",명,명사,名詞,"房門, 訪問",B
1600,1807,불만,,명,명사,名詞,不滿,B
1601,1808,불편하다,01,형,형용사,形容詞,不便-,B
1602,1809,실제,02,"명, 부","명사, 부사","名詞, 副詞",實際,B
1603,1810,종,"09, 13",명,명사,名詞,"種, 鐘",B
1604,1811,피,02,명,명사,名詞,~를 흘리다,B
1605,1812,강,01,명,명사,名詞,江,A
1606,1814,관객,,명,명사,名詞,觀客,B
1607,1815,동작,03,명,명사,名詞,動作,C
1608,1816,뜻하다,,동,동사,動詞,,C
1609,1818,밀리미터,,의,의존 명사,依存名詞,millimeter,B
1610,1819,비싸다,,형,형용사,形容詞,,A
1611,1820,숫자,,명,명사,名詞,數字,B
1612,1821,열,"03, 07","수, 명","수사, 명사","数詞, 名詞",熱,A
1613,1822,왼쪽,,명,명사,名詞,,A
1614,1823,중세,02,명,명사,名詞,中世,C
1615,1824,택시,,명,명사,名詞,taxi,A
1616,1825,통합,,명,명사,名詞,統合,C
1617,1827,계산,01,명,명사,名詞,計算,B
1618,1828,꼬리,01,명,명사,名詞,,C
1619,1829,놀랍다,,형,형용사,形容詞,,B
1620,1831,양식,"03, 04",명,명사,名詞,"洋食, 樣式",C
1621,1832,예전,01,명,명사,名詞,,B
1622,1834,전기,"09, 12, 15",명,명사,名詞,"前期, 傳記, 電氣",B
1623,1835,주식,03,명,명사,名詞,株式,C
1624,1837,틀리다,01,동,동사,動詞,답이 ~,B
1625,1839,끊임없이,,부,부사,副詞,,C
1626,1840,모델,,명,명사,名詞,model,B
1627,1841,붓다,"01, 02",동,동사,動詞,"얼굴이 ~, 물을 ~",B
1628,1842,상식,06,명,명사,名詞,常識,C
1629,1843,상표,02,명,명사,名詞,商標,C
1630,1844,시원하다,,형,형용사,形容詞,,A
1631,1845,아니하다,,보,보조 용언,補助用言,,C
1632,1847,의식하다,02,동,동사,動詞,意識-,C
1633,1848,고모,01,명,명사,名詞,姑母,B
1634,1849,궁금하다,01,형,형용사,形容詞,,B
1635,1850,둘러싸다,,동,동사,動詞,,C
1636,1851,딱,"02, 03",부,부사,副詞,"멎는 모양, 바라진 모양",B
1637,1854,민주화,,명,명사,名詞,民主化,C
1638,1855,보도,04,명,명사,名詞,報道,C
1639,1856,살피다,01,동,동사,動詞,,C
1640,1860,약하다,01,형,형용사,形容詞,弱-,B
1641,1861,잘못하다,,동,동사,動詞,,B
1642,1862,잡지,,명,명사,名詞,雜誌,A
1643,1864,거부하다,,동,동사,動詞,拒否-,C
1644,1865,공무원,,명,명사,名詞,公務員,B
1645,1866,그만두다,,동,동사,動詞,,B
1646,1867,댁,01,명,명사,名詞,宅,A
1647,1868,반갑다,,형,형용사,形容詞,,A
1648,1870,실시,03,명,명사,名詞,實施,C
1649,1871,운명,01,명,명사,名詞,運命,C
1650,1873,재정,05,명,명사,名詞,財政,C
1651,1874,차라리,,부,부사,副詞,,C
1652,1875,학자,01,명,명사,名詞,學者,C
1653,1876,다녀오다,,동,동사,動詞,,A
1654,1878,대규모,,명,명사,名詞,大規模,C
1655,1879,동,"09, 15","관, 의","관형사, 의존 명사","冠形詞, 依存名詞","同, 棟",C
1656,1880,민간,,명,명사,名詞,民間,C
1657,1881,법원,01,명,명사,名詞,法院,C
1658,1882,비디오,,명,명사,名詞,video,A
1659,1883,사실상,,부,부사,副詞,事實上,C
1660,1884,아끼다,,동,동사,動詞,,C
1661,1885,이쪽,02,대,대명사,代名詞,,A
1662,1888,지대,07,명,명사,名詞,地帶,C
1663,1890,판단하다,,동,동사,動詞,判斷-,C
1664,1891,행복하다,,형,형용사,形容詞,幸福-,B
1665,1892,굽다,01,동,동사,動詞,익히다,B
1666,1893,기름,01,명,명사,名詞,,B
1667,1894,실천하다,01,동,동사,動詞,實踐-,C
1668,1895,쏟아지다,,동,동사,動詞,,B
1669,1896,연습,03,명,명사,名詞,練習,A
1670,1897,오른쪽,,명,명사,名詞,,A
1671,1898,용어,02,명,명사,名詞,用語,C
1672,1899,익히다,"01, 02",동,동사,動詞,"고기를 ~, 기술을 ~",C
1673,1901,지도,"03, 09",명,명사,名詞,"地圖, 指導",A
1674,1902,지위,04,명,명사,名詞,地位,C
1675,1903,풍부하다,,형,형용사,形容詞,豊富-,C
1676,1904,화장실,,명,명사,名詞,化粧室,A
1677,1905,기억하다,02,동,동사,動詞,記憶-,B
1678,1907,식량,03,명,명사,名詞,食糧,C
1679,1908,실험,,명,명사,名詞,實驗,C
1680,1909,용기,"02, 03",명,명사,名詞,"勇氣, 容器",C
1681,1912,토론,01,명,명사,名詞,討論,B
1682,1914,핵,,명,명사,名詞,核,C
1683,1915,고급,02,명,명사,名詞,高級,B
1684,1916,고생,,명,명사,名詞,苦生,B
1685,1919,밟다,,동,동사,動詞,,B
1686,1920,상당하다,02,형,형용사,形容詞,相當-,C
1687,1921,섞다,,동,동사,動詞,,B
1688,1922,수석,02,명,명사,名詞,首席,C
1689,1925,없애다,,동,동사,動詞,,B
1690,1928,이뤄지다,,동,동사,動詞,,B
1691,1930,적절하다,,형,형용사,形容詞,適切-,C
1692,1931,정상,"02, 11",명,명사,名詞,"正常, 頂上",B
1693,1932,제사,07,명,명사,名詞,祭祀,C
1694,1933,주말,02,명,명사,名詞,週末,A
1695,1934,지혜,02,명,명사,名詞,智慧,C
1696,1935,참새,01,명,명사,名詞,동물,C
1697,1936,화장품,,명,명사,名詞,化粧品,B
1698,1937,굵다,,형,형용사,形容詞,,B
1699,1939,깨끗이,,부,부사,副詞,,B
1700,1940,낡다,01,형,형용사,形容詞,,B
1701,1941,내년,,명,명사,名詞,來年,A
1702,1942,농산물,,명,명사,名詞,農産物,C
1703,1943,눈앞,,명,명사,名詞,,B
1704,1944,대학생,,명,명사,名詞,大學生,A
1705,1945,방문하다,,동,동사,動詞,訪問-,B
1706,1946,붉다,01,형,형용사,形容詞,,B
1707,1948,순서,,명,명사,名詞,順序,B
1708,1949,아무래도,,부,부사,副詞,,B
1709,1950,연구소,,명,명사,名詞,硏究所,B
1710,1951,올,02,"관, 명","관형사, 명사","冠形詞, 名詞",올해,C
1711,1952,위대하다,01,형,형용사,形容詞,偉大-,C
1712,1953,이사,14,명,명사,名詞,移徙,B
1713,1954,지배하다,01,동,동사,動詞,支配-,C
1714,1955,틈,01,명,명사,名詞,,C
1715,1956,가령,05,부,부사,副詞,假令,C
1716,1958,거대하다,,형,형용사,形容詞,巨大-,C
1717,1959,닫다,02,동,동사,動詞,,A
1718,1960,드물다,,형,형용사,形容詞,,C
1719,1961,들르다,,동,동사,動詞,,B
1720,1962,매달리다,,동,동사,動詞,,C
1721,1963,생일,02,명,명사,名詞,生日,A
1722,1964,섬,03,명,명사,名詞,,B
1723,1965,이하,02,명,명사,名詞,以下,B
1724,1966,참석하다,,동,동사,動詞,參席-,B
1725,1967,토대,,명,명사,名詞,土臺,C
1726,1968,해결,02,명,명사,名詞,解決,B
1727,1969,행복,02,명,명사,名詞,幸福,B
1728,1970,걸어가다,,동,동사,動詞,,A
1729,1971,근로자,,명,명사,名詞,勤勞者,B
1730,1972,글쎄,01,감,감탄사,感嘆詞,,B
1731,1973,목숨,,명,명사,名詞,,C
1732,1974,백화점,,명,명사,名詞,百貨店,A
1733,1975,변화하다,,동,동사,動詞,變化-,B
1734,1977,빠져나가다,,동,동사,動詞,,C
1735,1978,안녕하다,,형,형용사,形容詞,安寧-,A
1736,1979,여론,02,명,명사,名詞,輿論,C
1737,1980,의복,01,명,명사,名詞,衣服,C
1738,1981,체조,02,명,명사,名詞,體操,C
1739,1982,출발하다,,동,동사,動詞,出發-,A
1740,1984,현실적,,명,명사,名詞,現實的,C
1741,1985,화제,07,명,명사,名詞,話題,C
1742,1986,결정되다,01,동,동사,動詞,決定-,B
1743,1987,고양이,,명,명사,名詞,,A
1744,1988,공격,02,명,명사,名詞,攻擊,C
1745,1990,물가,02,명,명사,名詞,物價,C
1746,1991,민주주의,,명,명사,名詞,民主主義,C
1747,1992,불안,01,명,명사,名詞,不安,B
1748,1993,소중하다,,형,형용사,形容詞,所重-,C
1749,1994,여유,,명,명사,名詞,餘裕,B
1750,1995,의문,02,명,명사,名詞,疑問,C
1751,1996,중학교,,명,명사,名詞,中學校,A
1752,1997,킬로미터,,의,의존 명사,依存名詞,kilometer,B
1753,1998,파도,,명,명사,名詞,波濤,B
1754,1999,흰색,,명,명사,名詞,-色,A
1755,2000,가수,11,명,명사,名詞,歌手,A
1756,2001,단,"06, 09","명, 관","명사, 관형사","名詞, 冠形詞","段, 單",B
1757,2004,방송국,,명,명사,名詞,放送局,B
1758,2005,빛나다,,동,동사,動詞,,C
1759,2006,숨다,01,동,동사,動詞,,B
1760,2007,실리다,01,동,동사,動詞,'싣다'의 피동사,C
1761,2008,압력,,명,명사,名詞,壓力,C
1762,2009,예금,01,명,명사,名詞,預金,B
1763,2010,예상되다,,동,동사,動詞,豫想-,C
1764,2012,입학,,명,명사,名詞,入學,B
1765,2014,증권,01,명,명사,名詞,證券,C
1766,2015,직후,,명,명사,名詞,直後,C
1767,2016,차량,01,명,명사,名詞,車輛,C
1768,2017,출산,02,명,명사,名詞,出産,C
1769,2024,물다,02,동,동사,動詞,담배를 ~,B
1770,2025,선진국,,명,명사,名詞,先進國,C
1771,2028,어느새,,부,부사,副詞,,B
1772,2030,재판,06,명,명사,名詞,裁判,C
1773,2031,저쪽,,대,대명사,代名詞,,A
1774,2032,제자,01,명,명사,名詞,弟子,C
1775,2033,창문,,명,명사,名詞,窓門,A
1776,2035,치즈,,명,명사,名詞,cheese,B
1777,2036,회복,,명,명사,名詞,回復,C
1778,2037,구역,04,명,명사,名詞,區域,C
1779,2038,대응,02,명,명사,名詞,對應,C
1780,2039,반대하다,01,동,동사,動詞,反對-,B
1781,2040,발휘하다,,동,동사,動詞,發揮-,C
1782,2041,소비,05,명,명사,名詞,消費,C
1783,2042,심장,02,명,명사,名詞,心臟,C
1784,2043,아이고,,감,감탄사,感嘆詞,,B
1785,2047,조용히,,부,부사,副詞,,B
1786,2048,중소기업,,명,명사,名詞,中小企業,C
1787,2049,직접적,,명,명사,名詞,直接的,C
1788,2050,진실,02,명,명사,名詞,眞實,C
1789,2051,필자,02,명,명사,名詞,筆者,C
1790,2052,협력,,명,명사,名詞,協力,C
1791,2053,가스,,명,명사,名詞,gas,B
1792,2054,계층,,명,명사,名詞,階層,C
1793,2055,구멍,,명,명사,名詞,,B
1794,2057,담당,,명,명사,名詞,擔當,C
1795,2059,만화,10,명,명사,名詞,漫畵,B
1796,2060,먹이다,,동,동사,動詞,,B
1797,2061,무시하다,,동,동사,動詞,無視-,B
1798,2062,보도하다,02,동,동사,動詞,報道-,C
1799,2063,살짝,01,부,부사,副詞,,B
1800,2064,생각나다,,동,동사,動詞,,B
1801,2065,우유,02,명,명사,名詞,牛乳,A
1802,2066,인상,"01, 03, 06",명,명사,名詞,"人相, 引上, 印象",B
1803,2067,차갑다,,형,형용사,形容詞,,B
1804,2068,철저하다,,형,형용사,形容詞,徹底-,C
1805,2069,태아,02,명,명사,名詞,胎兒,C
1806,2070,관찰하다,,동,동사,動詞,觀察-,B
1807,2071,괜히,,부,부사,副詞,,B
1808,2072,끼다,"02, 03",동,동사,動詞,"구름이 ~, 끼우다",B
1809,2073,날개,01,명,명사,名詞,,B
1810,2074,녀석,,의,의존 명사,依存名詞,,B
1811,2075,눈빛,01,명,명사,名詞,~이 매섭다,B
1812,2077,두르다,,동,동사,動詞,,C
1813,2078,드디어,,부,부사,副詞,,C
1814,2079,물속,,명,명사,名詞,,B
1815,2080,민주,02,명,명사,名詞,民主,C
1816,2082,성공하다,,동,동사,動詞,成功-,B
1817,2083,소나무,,명,명사,名詞,,B
1818,2084,여기저기,,명,명사,名詞,,B
1819,2085,여인,01,명,명사,名詞,女人,C
1820,2086,운영하다,,동,동사,動詞,運營-,C
1821,2089,평가하다,,동,동사,動詞,評價-,C
1822,2090,표,"02, 04",명,명사,名詞,"表, 票",A
1823,2091,필요성,,명,명사,名詞,必要性,C
1824,2092,감추다,,동,동사,動詞,,C
1825,2094,머무르다,,동,동사,動詞,,B
1826,2095,모,15,"대, 관","대명사, 관형사","代名詞, 冠形詞",某,C
1827,2096,부위,04,명,명사,名詞,部位,C
1828,2097,비우다,01,동,동사,動詞,,C
1829,2098,설치하다,01,동,동사,動詞,設置-,C
1830,2099,십일월,,명,명사,名詞,十一月,A
1831,2100,싸다,"01, 05","동, 형","동사, 형용사","動詞, 形容詞","보자기에 ~, 집값이 ~",A
1832,2101,아울러,,부,부사,副詞,,C
1833,2103,지시,02,명,명사,名詞,指示,C
1834,2106,형성하다,,동,동사,動詞,形成-,C
1835,2107,형제,01,명,명사,名詞,兄弟,B
1836,2108,화려하다,,형,형용사,形容詞,華麗-,B
1837,2109,거울,01,명,명사,名詞,,A
1838,2110,덧붙이다,,동,동사,動詞,,C
1839,2111,딴,03,관,관형사,冠形詞,~ 일,B
1840,2112,몇몇,,관,관형사,冠形詞,,B
1841,2113,무기,05,명,명사,名詞,武器,C
1842,2114,세계적,,명,명사,名詞,世界的,B
1843,2115,안전,03,명,명사,名詞,安全,B
1844,2116,양파,,명,명사,名詞,洋-,B
1845,2118,일종,03,명,명사,名詞,一種,C
1846,2119,처지,,명,명사,名詞,處地,C
1847,2120,촬영,,명,명사,名詞,撮影,B
1848,2122,틀다,,동,동사,動詞,,B
1849,2123,형편,01,명,명사,名詞,形便,C
1850,2125,감다,"01, 03",동,동사,動詞,"눈을 ~, 실을 ~",B
1851,2126,고추,01,명,명사,名詞,,B
1852,2127,규칙,02,명,명사,名詞,規則,B
1853,2128,본질,02,명,명사,名詞,本質,C
1854,2129,비치다,01,동,동사,動詞,,C
1855,2130,빵,01,명,명사,名詞,,A
1856,2131,서서히,,부,부사,副詞,徐徐-,C
1857,2132,스승,01,명,명사,名詞,,C
1858,2133,신분,02,명,명사,名詞,身分,C
1859,2134,실시되다,,동,동사,動詞,實施-,C
1860,2135,아마도,,부,부사,副詞,,B
1861,2136,안방,02,명,명사,名詞,-房,B
1862,2137,앓다,,동,동사,動詞,,B
1863,2138,어제,01,"부, 명","부사, 명사","副詞, 名詞",어저께,A
1864,2140,오직,01,부,부사,副詞,,B
1865,2141,위험하다,,형,형용사,形容詞,危險-,A
1866,2145,졸업하다,,동,동사,動詞,卒業-,A
1867,2146,증거,,명,명사,名詞,證據,C
1868,2147,초점,03,명,명사,名詞,焦點,C
1869,2148,포함되다,01,동,동사,動詞,包含-,B
1870,2150,호랑이,,명,명사,名詞,虎狼-,B
1871,2151,강화하다,02,동,동사,動詞,强化-,C
1872,2152,공포,08,명,명사,名詞,恐怖,C
1873,2153,권위,,명,명사,名詞,權威,C
1874,2154,덜,01,부,부사,副詞,,B
1875,2155,둥글다,01,형,형용사,形容詞,,B
1876,2157,미루다,,동,동사,動詞,,C
1877,2158,본래,,명,명사,名詞,本來,B
1878,2159,부엌,,명,명사,名詞,,A
1879,2160,세금,01,명,명사,名詞,稅金,B
1880,2162,실정,04,명,명사,名詞,實情,C
1881,2163,영양,05,명,명사,名詞,營養,C
1882,2164,육체,03,명,명사,名詞,肉體,C
1883,2165,입구,02,명,명사,名詞,入口,B
1884,2166,잔뜩,,부,부사,副詞,,B
1885,2167,적극,,명,명사,名詞,積極,B
1886,2168,최소한,,명,명사,名詞,最小限,B
1887,2169,펼쳐지다,,동,동사,動詞,,B
1888,2170,경험하다,,동,동사,動詞,經驗-,B
1889,2171,그이,01,대,대명사,代名詞,,C
1890,2172,넘치다,,동,동사,動詞,,B
1891,2173,놓치다,,동,동사,動詞,,B
1892,2174,대기,07,명,명사,名詞,大氣,C
1893,2175,독립,,명,명사,名詞,獨立,C
1894,2176,돌아보다,,동,동사,動詞,,B
1895,2177,또다시,,부,부사,副詞,,B
1896,2178,머릿속,,명,명사,名詞,,B
